id,text,Achievement,Self-direction,Hedonism,Security,Power,Stimulation,Benevolence,Universalism,Conformity,Tradition
654,its my understanding that this apps developer has chosen to support hate speech by making this app compatible with gab i regret that i spent money on it because there are other great diverse apps out there that i could be using that have chosen to not help hate groups ,0,0,0,0,0,0,1,1,0,0
655,app crashes regularly completely disrupting interactions would recommend staying away ,0,0,0,1,0,0,0,0,0,0
656,this came up under a search for a lemma app it cost not much money but was highest rated so i decided to try it its not lemma its a twitter replacement which i definitely do not want disappointing ,0,1,1,0,0,0,0,0,0,0
657,cannot authenticate on matodonsocial ,0,0,0,1,0,0,0,0,0,0
658,i cannot believe its and i am still paying for apps that are imaginative intuitive and ugly ,1,0,1,0,0,1,0,0,0,0
659,garbage falls to refresh do not bother ,0,0,1,0,0,0,0,0,0,0
660,updated from a version today the new ui sucks compared to the old one especially the settings screen images do not preload until you scroll into them is not a problem when going down but it reformat the timeline when going up with image preview cropping turned off many images do not scale properly no way to turn off animations i need to downgraded to a version sucks edit dev seems to have rubbed older versions so now i got to download a sketchy apk thanks ,0,1,1,1,0,0,0,0,0,0
661,bought the app and it immediately failed to log into pixelfed it just loops back to the login prompt and continuously asks to authorize the app outstanding ,0,0,0,1,0,0,0,0,0,0
662,very disappointed works for a couple hours until i get an unauthorized error for every action have to install to get it working for another hour until the same error occurs reached out to support for a refund and never heard back after days ,0,0,1,1,1,0,1,0,0,0
663,i paid for an app that will not successfully update something as simple as my name nah next ,1,0,0,0,0,0,0,0,0,0
664,does not let you post pics any attempt to post a pic results in no such file or directory and that really kills my rating of the app otherwise a nice app developer asks if i have granted rewrite access i do not know how to do that ,0,0,0,1,0,0,0,0,0,0
665,lots of features that are clunky and difficult to navigate posts vanish without being saved to drafts or being posted ths app is frustrating to use because of inconsistent terminology and unpredictable bugs the developer refuses to condemn fascism which was the final straw for me ,0,0,0,0,0,0,0,1,0,0
666,i am sure its great but this is like staring at a wall of info i need a translator for i grew up before the internet i think ill be fine dying without it thanks for trying but this is just more rabbit holes to disconnect me from reality ,0,0,1,0,0,0,0,1,0,1
667,preview images for links are strangely low resolution ,1,0,0,0,0,0,0,0,0,0
668,the app works well enough but i really do not like the ului i wish some of the tabs at the bottom could be removed i wish the profile banner and icon and be smaller i wish the profile icon could be circle and not just square the big one is the removal of the tabs i come across way too much porn wiping into the public and local timeline so much gay porn its crazy and it there a way to block nsw from showing up at all ,0,1,0,1,0,0,0,0,0,0
669,unable to connect to kbinsocial and bookwyrmsocial i get an unable to connect to client id or something message ,0,0,0,1,0,0,0,0,0,0
670,this let us me login to mastodon but not other diverse content like lemma bin pixelfed its a decent mastodon app but not a general diverse app ,0,0,0,0,0,0,0,1,0,0
671,does not work on my instance hachydermio i get the auth screen but never authorized i tried other instances with no luck finally got in with one i had to join meh ,0,0,0,1,0,0,0,0,0,0
672,did not have clapboard editing and selecting functionality in the compose tools dialog likewise for scheduled tools dialog edit it crashes when i try to open drafts ,1,0,0,1,0,0,0,0,0,0
673,overall it does function for navigating mastodon instances however there are some missing col features that are available on the web app to the point where i prefer using my browser over this for some reason on a browser you can indicate that you do not want to see replies or boosts in your local feed but there is no option for that in fedilab similarly i have noticed several times where i will be reading a chain of replies and posts will be repeatedduplicated same with if i am browsing tags ,1,1,0,0,0,0,0,0,0,0
674,seemed great at first but handles orientation of posted images poorly i have gone back to tusk which posts photos correctly ,1,1,0,0,0,0,0,0,0,0
675,pretty much the only app that properly integrates diverse instances could be better design wise especially for pixelfed image navigation absolutely sucks also just got worse as they removed theme customization and left me with no options i like ,1,1,1,0,0,0,0,0,0,0
676,was a great app worked great with pleroma and mastodon the recent ui change they removed any joy from the app by removing themes now the only options boil down to polarized light or polarized dark ,0,1,1,0,0,0,0,0,0,0
677,i have trouble with dark mode it there setting to change to light mode ,0,1,0,0,0,0,0,0,0,0
678,looks like it could be a good app it has features that others are missing such as a tab for local timeline and dark mode unfortunately it does not refresh on its own i do not get notifications if i open the app every tab loads blank until i manually refresh each tab individually if they can fix that bug it would be a great app as things are its almost useless ,1,0,1,1,0,0,0,0,0,0
679,the app tags big time i can put in the instance and it loads the login screen but tags at authorization i do not have that issue with other clients such as roma ,0,0,0,1,0,0,0,0,0,0
680,has serious problems populating the feed major gaps in the feed with no way to expand the missing content no infinite scroll all i want is an endless hapless feed like tumblr at least let me click a button to load more ,1,1,0,0,0,0,0,0,0,0
681,installing after two or three instances of the app suddenly resettingcrashing while i am most of the way through a post so frustrating ,0,0,1,1,0,0,0,0,0,0
682,i really like this app before i used to download the app via droid but the annoyance of only getting a pull notification every minutes convinced me to buy the app on here for access to push notifications problem being that their implementation of push notify is absolutely unreliable i had to switch back to pull notifications for them to work at all i am not as upset as i could be because the developer still deserves some money for their efforts but otherwise id advise against buying it ,0,0,1,1,0,0,1,0,0,0
